 frequency       v(finalp,finaln) v(finalp,finaln) v(v1p,v1n)      v(v1p,v1n)      v(vga1p,vga1n)  v(vga1p,vga1n)  v(v2p,v2n)      v(v2p,v2n)      v(vga2p,vga2n)  v(vga2p,vga2n)  v(bufinp,bufinn) v(bufinp,bufinn) v(outp,outn)    v(outp,outn)   
 1.00000000e+06 -1.40731102e+03  1.40097735e+03 -1.92112615e+02 -1.92428352e+02  4.15936550e+02  4.14867698e+02 -2.82287979e-01  4.11457280e+02 -1.83619976e+00 -1.29507692e+03  6.39974009e+02 -6.37062207e+02 -1.40778680e+03  1.40144398e+03 
 1.02329299e+06 -1.40533733e+03  1.49913393e+03 -1.96543194e+02 -1.92384622e+02  4.25487854e+02  4.14733117e+02  9.40255147e+00  4.20831961e+02 -3.23794639e+01 -1.32445557e+03  6.39077998e+02 -6.81697418e+02 -1.40581279e+03  1.49963343e+03 
 1.04712855e+06 -1.39870390e+03  1.59927839e+03 -2.00969431e+02 -1.92238989e+02  4.35027947e+02  4.14378941e+02  1.95132898e+01  4.29964313e+02 -6.42570165e+01 -1.35306603e+03  6.36063106e+02 -7.27236640e+02 -1.39917748e+03  1.59981143e+03 
 1.07151931e+06 -1.38723413e+03  1.70112614e+03 -2.05386650e+02 -1.91991838e+02  4.44546758e+02  4.13806102e+02  3.00372166e+01  4.38830242e+02 -9.74284244e+01 -1.38083286e+03  6.30849031e+02 -7.73550468e+02 -1.38770424e+03  1.70169330e+03 
 1.09647820e+06 -1.37077425e+03  1.80437615e+03 -2.09790212e+02 -1.91643819e+02  4.54034306e+02  4.13016108e+02  4.09598875e+01  4.47406542e+02 -1.31847830e+02 -1.40768345e+03  6.23365846e+02 -8.20502017e+02 -1.37123922e+03  1.80497792e+03 
 1.12201845e+06 -1.34919497e+03  1.90871317e+03 -2.14175538e+02 -1.91195846e+02  4.63480745e+02  4.12011033e+02  5.22652063e+01  4.55671042e+02 -1.67464212e+02 -1.43354848e+03  6.13554760e+02 -8.67947936e+02 -1.34965311e+03  1.90934993e+03 
 1.14815362e+06 -1.32239289e+03  2.01381015e+03 -2.18538122e+02 -1.90649091e+02  4.72876396e+02  4.10793500e+02  6.39355209e+01  4.63602743e+02 -2.04221693e+02 -1.45836235e+03  6.01368752e+02 -9.15739506e+02 -1.32284247e+03  2.01448217e+03 
 1.17489755e+06 -1.29029164e+03  2.11933079e+03 -2.22873555e+02 -1.90004973e+02  4.82211793e+02  4.09366668e+02  7.59517330e+01  4.71181949e+02 -2.42059886e+02 -1.48206360e+03  5.86773087e+02 -9.63723811e+02 -1.29073089e+03  2.12003823e+03 
 1.20226443e+06 -1.25284268e+03  2.22493227e+03 -2.27177540e+02 -1.89265153e+02  4.91477719e+02  4.07734211e+02  8.82934191e+01  4.78390377e+02 -2.80914278e+02 -1.50459522e+03  5.69745692e+02 -1.01174496e+03 -1.25326982e+03  2.22567517e+03 
 1.23026877e+06 -1.21002581e+03  2.33026794e+03 -2.31445906e+02 -1.88431523e+02  5.00665237e+02  4.05900294e+02  1.00938962e+02  4.85211262e+02 -3.20716649e+02 -1.52590501e+03  5.50277386e+02 -1.05964532e+03 -1.21043906e+03  2.33104623e+03 
 1.25892541e+06 -1.16184943e+03  2.43499014e+03 -2.35674628e+02 -1.87506192e+02  5.09765728e+02  4.03869550e+02  1.13865692e+02  4.91629445e+02 -3.61395509e+02 -1.54594583e+03  5.28371976e+02 -1.10726681e+03 -1.16224701e+03  2.43580364e+03 
 1.28824955e+06 -1.10835034e+03  2.53875298e+03 -2.39859837e+02 -1.86491476e+02  5.18770917e+02  4.01647050e+02  1.27050033e+02  4.97631442e+02 -4.02876567e+02 -1.56467582e+03  5.04046203e+02 -1.15445214e+03 -1.10873048e+03  2.53960139e+03 
 1.31825674e+06 -1.04959341e+03  2.64121507e+03 -2.43997836e+02 -1.85389883e+02  5.27672899e+02  3.99238273e+02  1.40467653e+02  5.03205505e+02 -4.45083205e+02 -1.58205859e+03  4.77329554e+02 -1.20104607e+03 -1.04995436e+03  2.64209797e+03 
