 frequency       v(finalp,finaln) v(finalp,finaln) v(v1p,v1n)      v(v1p,v1n)      v(vga1p,vga1n)  v(vga1p,vga1n)  v(v2p,v2n)      v(v2p,v2n)      v(vga2p,vga2n)  v(vga2p,vga2n)  v(bufinp,bufinn) v(bufinp,bufinn) v(outp,outn)    v(outp,outn)   
 1.00000000e+06 -8.06323017e+02  8.02764294e+02 -1.92112072e+02 -1.92424574e+02  3.51277499e+02  3.50364300e+02 -2.29518718e-01  3.47489872e+02 -1.07701052e+00 -7.43164305e+02  3.67224087e+02 -3.65585223e+02 -8.06595356e+02  8.03031412e+02 
 1.02329299e+06 -8.05188880e+02  8.59004920e+02 -1.96542563e+02 -1.92380770e+02  3.59343766e+02  3.50250403e+02  7.94985739e+00  3.55406695e+02 -1.86044023e+01 -7.60021788e+02  3.66708440e+02 -3.91198088e+02 -8.05461030e+02  8.59290849e+02 
 1.04712855e+06 -8.01384791e+02  9.16384304e+02 -2.00968708e+02 -1.92235065e+02  3.67400552e+02  3.49951052e+02  1.64888995e+01  3.63118846e+02 -3.68974058e+01 -7.76438408e+02  3.64976894e+02 -4.17329593e+02 -8.01655868e+02  9.16689432e+02 
 1.07151931e+06 -7.94809590e+02  9.74739382e+02 -2.05385832e+02 -1.91987845e+02  3.75439354e+02  3.49467038e+02  2.53768717e+01  3.70605976e+02 -5.59328151e+01 -7.92370878e+02  3.61983378e+02 -4.43905479e+02 -7.95078674e+02  9.75064043e+02 
 1.09647820e+06 -7.85375188e+02  1.03389767e+03 -2.09789296e+02 -1.91639760e+02  3.83451744e+02  3.48799635e+02  3.46015742e+01  3.77848489e+02 -7.56843122e+01 -8.07777536e+02  3.57687776e+02 -4.70847193e+02 -7.85641333e+02  1.03424214e+03 
 1.12201845e+06 -7.73007530e+02  1.09367852e+03 -2.14174520e+02 -1.91191723e+02  3.91429405e+02  3.47950593e+02  4.41494118e+01  3.84827663e+02 -9.61226161e+01 -8.22618608e+02  3.52056361e+02 -4.98072476e+02 -7.73269762e+02  1.09404302e+03 
 1.14815362e+06 -7.57647391e+02  1.15389455e+03 -2.18537000e+02 -1.90644907e+02  3.99364164e+02  3.46922129e+02  5.40054758e+01  3.91525766e+02 -1.17215660e+02 -8.36856457e+02  3.45062160e+02 -5.25495987e+02 -7.57904719e+02  1.15427923e+03 
 1.17489755e+06 -7.39251031e+02  1.21435308e+03 -2.22872327e+02 -1.90000731e+02  4.07248027e+02  3.45716912e+02  6.41536361e+01  3.97926163e+02 -1.38928788e+02 -8.50455812e+02  3.36685253e+02 -5.53029979e+02 -7.39502446e+02  1.21475803e+03 
 1.20226443e+06 -7.17790657e+02  1.27485767e+03 -2.27176203e+02 -1.89260857e+02  4.15073211e+02  3.44338045e+02  7.45766436e+01  4.04013418e+02 -1.61224979e+02 -8.63383969e+02  3.26912981e+02 -5.80584997e+02 -7.18035143e+02  1.27528292e+03 
 1.23026877e+06 -6.93254728e+02  1.33520971e+03 -2.31444458e+02 -1.88427175e+02  4.22832168e+02  3.42789046e+02  8.52562416e+01  4.09773373e+02 -1.84065085e+02 -8.75610976e+02  3.15740087e+02 -6.08070592e+02 -6.93491263e+02  1.33565522e+03 
 1.25892541e+06 -6.65648063e+02  1.39521001e+03 -2.35673066e+02 -1.87501797e+02  4.30517619e+02  3.41073827e+02  9.61732838e+01  4.15193226e+02 -2.07408080e+02 -8.87109787e+02  3.03168764e+02 -6.35396053e+02 -6.65875627e+02  1.39567567e+03 
 1.28824955e+06 -6.34991781e+02  1.45466039e+03 -2.39858161e+02 -1.86487036e+02  4.38122576e+02  3.39196672e+02  1.07307859e+02  4.20261594e+02 -2.31211332e+02 -8.97856388e+02  2.89208628e+02 -6.62471130e+02 -6.35209362e+02  1.45514604e+03 
 1.31825674e+06 -6.01323057e+02  1.51336526e+03 -2.43996042e+02 -1.85385402e+02  4.45640365e+02  3.37162209e+02  1.18639418e+02  4.24968556e+02 -2.55430877e+02 -9.07829902e+02  2.73876608e+02 -6.89206742e+02 -6.01529652e+02  1.51387065e+03 
 1.34896288e+06 -5.64694709e+02  1.57113309e+03 -2.48083196e+02 -1.84199581e+02  4.53064648e+02  3.34975384e+02  1.30146908e+02  4.29305691e+02 -2.80021694e+02 -9.17012655e+02  2.57196757e+02 -7.15515672e+02 -5.64889335e+02  1.57165792e+03 
 1.38038426e+06 -5.25174628e+02  1.62777789e+03 -2.52116296e+02 -1.82932419e+02  4.60389437e+02  3.32641434e+02  1.41808900e+02  4.33266099e+02 -3.04937992e+02 -9.25390221e+02  2.39199990e+02 -7.41313223e+02 -5.25356325e+02  1.62832181e+03 
 1.41253754e+06 -4.82845059e+02  1.68312059e+03 -2.56092221e+02 -1.81586910e+02  4.67609113e+02  3.30165855e+02  1.53603724e+02  4.36844407e+02 -3.30133492e+02 -9.32951435e+02  2.19923761e+02 -7.66517835e+02 -4.83012891e+02  1.68368316e+03 
 1.44543977e+06 -4.37801741e+02  1.73699021e+03 -2.60008053e+02 -1.80166180e+02  4.74718435e+02  3.27554377e+02  1.65509600e+02  4.40036768e+02 -3.55561698e+02 -9.39688386e+02  1.99411670e+02 -7.91051656e+02 -4.37954805e+02  1.73757098e+03 
 1.47910839e+06 -3.90152936e+02  1.78922510e+03 -2.63861088e+02 -1.78673465e+02  4.81712554e+02  3.24812931e+02  1.77504760e+02  4.42840839e+02 -3.81176171e+02 -9.45596368e+02  1.77713018e+02 -8.14841060e+02 -3.90290366e+02  1.78982352e+03 
 1.51356125e+06 -3.40018359e+02  1.83967387e+03 -2.67648840e+02 -1.77112100e+02  4.88587015e+02  3.21947615e+02  1.89567575e+02  4.45255756e+02 -4.06930789e+02 -9.50673824e+02  1.54882323e+02 -8.37817104e+02 -3.40139326e+02  1.84028935e+03 
 1.54881662e+06 -2.87528017e+02  1.88819628e+03 -2.71369043e+02 -1.75485500e+02  4.95337763e+02  3.18964672e+02  2.01676667e+02  4.47282092e+02 -4.32779993e+02 -9.54922260e+02  1.30978790e+02 -8.59915925e+02 -2.87631736e+02  1.88882820e+03 
 1.58489319e+06 -2.32820989e+02  1.93466397e+03 -2.75019648e+02 -1.73797144e+02  5.01961146e+02  3.15870455e+02  2.13811024e+02  4.48921811e+02 -4.58679020e+02 -9.58346129e+02  1.06065755e+02 -8.81079071e+02 -2.32906722e+02  1.93531167e+03 
